,area,location,latitude,longitude,species,treeform_type
2978,russ225,Asia,66.8167,65.5833,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2979,russ226,Asia,50.8033,87.9333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2980,russ227,Asia,49.6167,88.1,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2981,russ228,Asia,50.8667,85.2333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2982,russ229,Asia,50.3,87.8333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2983,russ230,Asia,50.2667,87.8333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2984,russ231,Asia,49.1667,87.2833,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2985,russ232,Asia,50.1667,87.8333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2986,russ233,Asia,50.1167,87.9167,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2987,russ234,Asia,50.4833,87.4833,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2988,russ235,Asia,50.6833,87.9667,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2989,russ236,Asia,55,160.5,Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr,G
2990,russ237,Asia,67.8167,60.0167,Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hult¨¦n,G
2991,russ238,Asia,69.02,83.67,Larix spp. Mill.,G
2992,russ239,Asia,70.52,92.95,Larix spp. Mill.,G
2993,russ240,Asia,52.48,98.97,Larix sibirica Ledeb.,G
2994,russ241,Asia,52.4,98.68,Larix sibirica Ledeb.,G
2995,russ242,Asia,62,132.5,Larix gmelinii (Rupr.) Kuzen.,G
2996,russ244,Asia,63.55,69.17,Pinus sylvestris L.,G
2997,russ245,Asia,52.82,99.75,Larix sibirica Ledeb.,G
2998,russ246,Asia,50,90,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
2999,russ247,Asia,49.23,87.23,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3000,russ248,Asia,49.2,87.02,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3001,russ249,Asia,51.58,95.31,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3002,russ250,Asia,49.51,87.5,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3003,russ251,Asia,49.36,86.57,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3004,russ252,Asia,50.36,91.28,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3005,russ253,Asia,50.2,96.39,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3006,russ254,Asia,50.24,89.59,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3007,russ255,Asia,50.07,88.17,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3008,russ256,Asia,50.49,94.18,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3009,russ257,Asia,49.39,88.14,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3010,russ258,Asia,50.22,98.14,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3011,russ259,Asia,50.04,87.54,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3012,russ260,Asia,56.52759,161.97069,Betula ermanii Cham.,A
3013,russ261,Asia,56.70416,160.95035,Betula ermanii Cham.,A
3014,russ262,Asia,55.97215,160.13524,Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr,G
3015,russ263,Asia,55.94931,160.1991,Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr,G
3016,russ264,Asia,55.9567,160.23132,Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr,G
3017,russ265,Asia,52.8243,158.1664,Betula ermanii Cham.,A
3018,russ266,Asia,52.68926,158.16354,Betula ermanii Cham.,A
3019,russ267,Asia,53.32233,157.54709,Betula ermanii Cham.,A
3020,russ268,Asia,52.823593,158.163756,Betula ermanii Cham.,A
3021,russ269,Asia,56.471,32.957,Picea abies (L.) H. Karst.,G
3022,russ270,Asia,56.471,32.957,Pinus sylvestris L.,G
3023,russ271,Asia,61.993,34.131,Picea abies (L.) H. Karst.,G
3024,russ272,Asia,61.993,34.131,Pinus sylvestris L.,G
3025,russ273,Asia,58.642,49.294,Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hult¨¦n,G
3026,russ274,Asia,58.642,49.294,Pinus sylvestris L.,G
3027,russ275,Asia,58.896,44.079,Picea abies (L.) H. Karst.,G
3028,russ276,Asia,58.896,44.079,Pinus sylvestris L.,G
3029,russ277,Asia,54.876,37.619,Picea abies (L.) H. Karst.,G
3030,russ278,Asia,54.876,37.619,Pinus sylvestris L.,G
3031,russ279,Asia,64.589,43.176,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3032,russ280,Asia,64.589,43.176,Picea obovata Ledeb. = Picea abies (L.) H. Karst. subsp. obovata (Ledeb.) Hult¨¦n,G
3033,russ281,Asia,64.589,43.176,Pinus sylvestris L.,G
3034,russ282,Asia,53.91,35.825,Quercus robur L. = Quercus pendunculata Ehrl.,A
3035,russ283,Asia,53.91,35.825,Fraxinus excelsior L.,A
3036,russ287,Asia,52.285963,104.237326,Pinus sylvestris L.,G
3037,russ288,Asia,56.41168,115.58869,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3038,russ289,Asia,52.8,106.4333,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3039,russ290,Asia,52.9667,106.8,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3040,russ291,Asia,53.01667,106.8,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3041,russ292,Asia,53.14368,106.83183,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3042,russ293,Asia,53.0833,106.7833,Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.,G
3043,russ294,Asia,52.6333,103.8167,Pinus sylvestris L.,G
3044,russ295,Asia,53.3833,103.85,Pinus sylvestris L.,G
3045,russ296,Asia,52.8,106.4333,Pinus sylvestris L.,G
3046,russ297,Asia,62.254691,129.617878,Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr,G
3047,russ300,Asia,54.3,89.7,Pinus sylvestris L.,G
3048,russ301,Asia,54.2,90.8333,Pinus sylvestris L.,G
3049,russ302,Asia,54,91.02,Pinus sylvestris L.,G
3050,russ303,Asia,50.9,106.1,Pinus sylvestris L.,G
3051,russ310,Asia,52.1,108.9,Pinus sylvestris L.,G
3052,russ311,Asia,51.5,106.9,Pinus sylvestris L.,G
3053,russ312,Asia,51.9,108.2,Pinus sylvestris L.,G
3054,russ313,Asia,51.8,108.3,Pinus sylvestris L.,G
3055,russ314,Asia,53.7,91.6,Pinus sylvestris L.,G
3056,sc005,usa,33.18,-80.42,Quercus lyrata Walter,A
3057,sc006,usa,33.8,-79.87,Taxodium distichum (L.) Rich.,G
3058,sc007,usa,33.8,-79.87,Taxodium distichum (L.) Rich.,G
3059,sc008,usa,33.795842,-78.831719,Pinus palustris Mill.,G
3060,sd002,usa,43.78,-103.6,Pinus ponderosa Douglas ex C. Lawson,G
3061,sd003,usa,44.33,-103.43,Quercus macrocarpa Michx.,A
3062,sd004,usa,43.6,-101.12,Pinus ponderosa Douglas ex C. Lawson,G
3063,sd005,usa,43.6,-101.12,Juniperus scopulorum Sarg.,G
3064,sd006,usa,43.95,-103.3,Quercus macrocarpa Michx.,A
3065,sd007,usa,43.75,-103.38,Quercus macrocarpa Michx.,A
3066,sd008,usa,45.35,-103.13,Pinus ponderosa Douglas ex C. Lawson,G
3067,sd009,usa,44.47,-103.67,Quercus macrocarpa Michx.,A
3068,sd010,usa,44.48,-103.68,Quercus macrocarpa Michx.,A
3069,sd011,usa,43.75,-103.35,Quercus macrocarpa Michx.,A
3070,sd012,usa,43.75,-103.35,Pinus ponderosa Douglas ex C. Lawson,G
3071,sd013,usa,44.33,-103.68,Quercus macrocarpa Michx.,A
3072,sd014,usa,43.98,-97.17,Quercus macrocarpa Michx.,A
3073,sd015,usa,43.85,-97.05,Quercus macrocarpa Michx.,A
3074,sd016,usa,43.5,-103.88,Pinus ponderosa Douglas ex C. Lawson,G
3075,sd017,usa,43.9,-103.6,Pinus ponderosa Douglas ex C. Lawson,G
3076,sd018,usa,43.93,-103.37,Quercus macrocarpa Michx.,A
3077,sd019,usa,44.58,-104,Quercus macrocarpa Michx.,A
3078,sd020,usa,45.28,-100.73,Populus deltoides Bartr. ex Marsh.,A
3079,sd021,usa,43.715,-103.365,Quercus macrocarpa Michx.,A
3080,sd022,usa,43.645,-103.39,Quercus macrocarpa Michx.,A
3081,sd023,usa,43.745,-103.398,Quercus macrocarpa Michx.,A
3082,sd024,usa,43.802,-103.39,Quercus macrocarpa Michx.,A
3083,slov001,Europe,45.95,14.32,Abies alba Mill.,G
3084,slov002,Europe,45.77,14.28,Abies alba Mill.,G
3085,slov003,Europe,45.87,14.3,Abies alba Mill.,G
3086,slov004,Europe,46.307071,15.509417,Quercus robur L. = Quercus pendunculata Ehrl.,A
3087,spai013,Europe,40.02,-0.12,Pinus sylvestris L.,G
3088,spai014,Europe,41.02,-0.12,Pinus sylvestris L.,G
3089,spai015,Europe,41.02,-0.12,Pinus sylvestris L.,G
3090,spai017,Europe,40.43,-4.78,Pinus nigra J.F. Arnold,G
3091,spai020,Europe,40.67,-0.33,Pinus sylvestris L.,G
3092,spai053,Europe,42.5,1.5,Pinus uncinata Mill. ex Mirb.,G
3093,spai054,Europe,39.38,-2.63,Pinus pinea L.,G
3094,spai055,Europe,39.38,-2.63,Pinus pinea L.,G
3095,spai056,Europe,39.33,-2.42,Pinus pinea L.,G
3096,spai057,Europe,40.67,-2.77,Pinus pinea L.,G
3097,spai059,Europe,39.28,-1.35,Pinus pinea L.,G
3098,spai060,Europe,40.3833,-0.6833,Pinus sylvestris L.,G
3099,spai061,Europe,40.3833,-0.7,Pinus sylvestris L.,G
3100,spai062,Europe,40.35,-0.6833,Pinus sylvestris L.,G
3101,spai063,Europe,40.35,-0.7,Pinus sylvestris L.,G
3102,spai064,Europe,42.3167,-0.4,Quercus faginea Lam.,A
3103,spai066,Europe,42.25,-0.4167,Quercus faginea Lam.,A
3104,spai067,Europe,41.8167,-0.5,Quercus faginea Lam.,A
3105,spai068,Europe,40.6644,-4.1636,Pinus nigra J.F. Arnold,G
3106,spai069,Europe,42.5333,1.4167,Pinus uncinata Mill. ex Mirb.,G
3107,spai070,Europe,42.1,-1.1333,Pinus sylvestris L.,G
3108,spai071,Europe,40.7853,-4.0392,Pinus sylvestris L.,G
3109,spai072,Europe,40.7875,-4.0411,Pinus sylvestris L.,G
3110,spai073,Europe,42.8,-0.7333,Pinus uncinata Mill. ex Mirb.,G
3111,spai074,Europe,36.768,-5.41583,Abies pinsapo Boiss.,G
3112,spai075,Europe,36.6833,-5.0167,Abies pinsapo Boiss.,G
3113,spai076,Europe,36.6833,-4.9667,Abies pinsapo Boiss.,G
3114,spai077,Europe,43.0576,-5.271,Pinus sylvestris L.,G
3115,spai078,Europe,36.84,-3.83,Pinus nigra J.F. Arnold,G
3116,spai079,Europe,37.23,-2.46,Pinus nigra J.F. Arnold,G
3117,spai080,Europe,37.67,-2.21,Pinus nigra J.F. Arnold,G
3118,spai081,Europe,37.67,-2.21,Pinus nigra J.F. Arnold,G
3119,spai082,Europe,37.8,-2.95,Pinus nigra J.F. Arnold,G
3120,spai083,Europe,43.07,-5.25,Pinus sylvestris L.,G
3121,spai084,Europe,42.23,1.7,Pinus uncinata Mill. ex Mirb.,G
3122,sur001,southamerica,5.2,-55.23,Goupia glabra Aubl.,A
3123,svk001,Europe,49.15,20.0667,Larix decidua Mill.,G
3124,svk002,Europe,48.9333,19.6,Picea abies (L.) H. Karst.,G
3125,svk005,Europe,48.8667,19.6,Picea abies (L.) H. Karst.,G
3126,svk006,Europe,48.9167,20.2833,Pinus sylvestris L.,G
3127,svk007,Europe,48.934338,19.605071,Picea abies (L.) H. Karst.,G
3128,svk008,Europe,48.9533,20.42888,Picea abies (L.) H. Karst.,G
3129,svk009,Europe,49.216688,20.162643,Picea abies (L.) H. Karst.,G
3130,svk010,Europe,48.95328,20.44128,Pinus sylvestris L.,G
3131,svk011,Europe,49.12258,19.16267,Pinus sylvestris L.,G
3132,svk012,Europe,49.234797,20.321719,Pinus sylvestris L.,G
3133,svk013,Europe,48.985789,19.222849,Picea abies (L.) H. Karst.,G
3134,svk014,Europe,49.149928,20.259371,Pinus sylvestris L.,G
3135,svk015,Europe,49.01488,19.157253,Pinus sylvestris L.,G
3136,svk016,Europe,48.93609,20.3111,Pinus sylvestris L.,G
3137,swed018,Europe,68.48,22.15,Pinus sylvestris L.,G
3138,swed302,Europe,59.2,18.7,Pinus sylvestris L.,G
3139,swed305,Europe,60.45,14.73,Pinus sylvestris L.,G
3140,swed307,Europe,58.95,15.03,Pinus sylvestris L.,G
3141,swed308,Europe,59.28,18.3,Pinus sylvestris L.,G
3142,swed309,Europe,57.9,14.9,Pinus sylvestris L.,G
3143,swed310,Europe,58.9,16.63,Pinus sylvestris L.,G
3144,swed311,Europe,59.2,18.7,Picea abies (L.) H. Karst.,G
3145,swed312,Europe,60.45,14.73,Picea abies (L.) H. Karst.,G
3146,swed313,Europe,56.77,16.55,Pinus sylvestris L.,G
3147,swed314,Europe,57.85,14.63,Pinus sylvestris L.,G
3148,swed315,Europe,59.13,17.92,Pinus sylvestris L.,G
3149,swed316,Europe,60.13,16.08,Pinus sylvestris L.,G
3150,swed317,Europe,64.53,19,Pinus sylvestris L.,G
3151,swed318,Europe,63.25,12.5,Pinus sylvestris L.,G
3152,swed319,Europe,67.63,21.77,Pinus sylvestris L.,G
3153,swed320,Europe,59.15,18,Pinus sylvestris L.,G
3154,swed321,Europe,57.85,14.65,Pinus sylvestris L.,G
3155,swed322,Europe,63.25,12.42,Pinus sylvestris L.,G
3156,swed323,Europe,60.13,16.08,Pinus sylvestris L.,G
3157,swed325,Europe,63.98,16.53,Pinus sylvestris L.,G
3158,swed326,Europe,63.12,13.33,Pinus sylvestris L.,G
3159,swed327,Europe,64.45,13.97,Pinus sylvestris L.,G
3160,swed328,Europe,59.18,18.27,Pinus sylvestris L.,G
3161,swed330,Europe,67.9,20.1,Pinus sylvestris L.,G
3162,swed331,Europe,67.9,20.1,Pinus sylvestris L.,G
3163,swed332,Europe,68.2,19.8,Pinus sylvestris L.,G
3164,swed333,Europe,68.2,19.8,Pinus sylvestris L.,G
3165,swed335,Europe,60.2333,14.9667,Pinus sylvestris L.,G
3166,swed336,Europe,60.15,14.4667,Pinus sylvestris L.,G
3167,swed337,Europe,60.888,17.133,Pinus sylvestris L.,G
3168,swed338,Europe,59.5667,15.5833,Pinus sylvestris L.,G
3169,swed339,Europe,56.75,16.6333,Quercus spp. L.,A
3170,swed340,Europe,66.65,20.11,Pinus sylvestris L.,G
3171,swed341,Europe,66.65,20.11,Pinus sylvestris L.,G
3172,swed342,Europe,67.9,20.1,Pinus sylvestris L.,G
3173,swed343,Europe,67.9,20.1,Pinus sylvestris L.,G
3174,swed344,Europe,59.44,17.99,Pinus sylvestris L.,G
3175,swed345,Europe,59.44,17.99,Pinus sylvestris L.,G
3176,swit173w,Europe,46.73,9.08,Picea abies (L.) H. Karst.,G
3177,swit174w,Europe,46.6,8.03,Picea abies (L.) H. Karst.,G
3178,swit175w,Europe,46.65,8.02,Picea abies (L.) H. Karst.,G
3179,swit176w,Europe,46.43,7.82,Picea abies (L.) H. Karst.,G
3180,swit179,Europe,46.77,9.82,Picea abies (L.) H. Karst.,G
3181,swit180,Europe,46.78,9.05,Picea abies (L.) H. Karst.,G
3182,swit181,Europe,46.78,9.88,Picea abies (L.) H. Karst.,G
3183,swit182,Europe,46.58,9.4,Pinus cembra L.,G
3184,swit183,Europe,46.58,9.4,Larix decidua Mill.,G
3185,swit184,Europe,46.98,8.85,Picea abies (L.) H. Karst.,G
3186,swit185,Europe,46.63,9.78,Larix decidua Mill.,G
3187,swit186,Europe,46.63,9.78,Picea abies (L.) H. Karst.,G
3188,swit187,Europe,47.03,9.08,Pinus nigra J.F. Arnold,G
3189,swit188,Europe,46.3,7.57,Pinus sylvestris L.,G
3190,swit189,Europe,47.03,9.07,Picea abies (L.) H. Karst.,G
3191,swit192,Europe,46.62,9.2,Larix decidua Mill.,G
3192,swit193,Europe,46.62,9.2,Picea abies (L.) H. Karst.,G
3193,swit199,Europe,47.3333,7.9167,Fagus sylvatica L.,A
3194,swit200,Europe,47.3333,7.9167,Fagus sylvatica L.,A
3195,swit201,Europe,46.6,8.1,Pinus cembra L.,G
3196,swit203,Europe,47.05,8.7167,Picea abies (L.) H. Karst.,G
3197,swit204,Europe,46.8833,6.5667,Picea abies (L.) H. Karst.,G
3198,swit205,Europe,46.8833,6.5667,Abies alba Mill.,G
3199,swit206,Europe,47.4667,8.3,Picea abies (L.) H. Karst.,G
3200,swit208,Europe,47.2,9.4833,Quercus spp. L.,A
3201,swit209,Europe,46.3833,8.1,Pinus sylvestris L.,G
3202,swit210,Europe,47.2667,7.9333,Abies alba Mill.,G
3203,swit211,Europe,47.1667,7.25,Abies alba Mill.,G
3204,swit212,Europe,47.1667,7.25,Fagus sylvatica L.,A
3205,swit213,Europe,47.4667,7.1667,Quercus spp. L.,A
3206,swit214,Europe,46,8.8667,Castanea sativa Mill.,A
3207,swit215,Europe,48,7.7667,Picea abies (L.) H. Karst.,G
3208,swit216,Europe,47.1333,7.3833,Quercus robur L. = Quercus pendunculata Ehrl.,A
3209,swit217,Europe,47.1333,7.3833,Quercus spp. L.,A
3210,swit218,Europe,46.9667,6.8167,Quercus spp. L.,A
3211,swit219,Europe,46.4833,9.8833,Pinus cembra L.,G
3212,swit221,Europe,46.45,8.8167,Abies alba Mill.,G
3213,swit222,Europe,46.45,8.8167,Picea abies (L.) H. Karst.,G
3214,swit223,Europe,46.5,9.8833,Pinus cembra L.,G
3215,swit224,Europe,46.15,8.9931,Castanea sativa Mill.,A
3216,swit225,Europe,46.15,8.9931,Larix decidua Mill.,G
3217,swit226,Europe,46.15,8.9931,Picea abies (L.) H. Karst.,G
3218,swit228,Europe,46.15,8.9931,Pinus sylvestris L.,G
3219,swit229,Europe,47.27,7.4556,Picea abies (L.) H. Karst.,G
3220,swit230,Europe,46.35,8.6,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3221,swit231,Europe,46.3833,8.1,Pinus sylvestris L.,G
3222,swit232,Europe,47.3925,8.3986,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3223,swit233,Europe,47.3925,8.3986,Quercus robur L. = Quercus pendunculata Ehrl.,A
3224,swit234,Europe,47.5994,8.5214,Pinus sylvestris L.,G
3225,swit236,Europe,47.5153,8.6164,Fagus sylvatica L.,A
3226,swit241,Europe,47.2931,7.4317,Pinus sylvestris L.,G
3227,swit242,Europe,46.9497,7.1628,Fagus sylvatica L.,A
3228,swit243,Europe,46.9497,7.1628,Quercus robur L. = Quercus pendunculata Ehrl.,A
3229,swit245,Europe,46.1214,8.7967,Castanea sativa Mill.,A
3230,swit247,Europe,47.5828,9.2742,Fagus sylvatica L.,A
3231,swit248,Europe,47.5828,9.2742,Fraxinus excelsior L.,A
3232,swit250,Europe,47.5828,9.2742,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3233,swit251,Europe,47.5828,9.2742,Quercus robur L. = Quercus pendunculata Ehrl.,A
3234,swit252,Europe,47.5828,9.2742,Ulmus spp. L.,A
3235,swit253,Europe,47.3831,8.1072,Picea abies (L.) H. Karst.,G
3236,swit254,Europe,47.3831,8.1072,Pinus cembra L.,G
3237,swit255,Europe,46.3,7.7167,Larix decidua Mill.,G
3238,swit256,Europe,46.3,7.7167,Picea abies (L.) H. Karst.,G
3239,swit257,Europe,46.3,7.7167,Larix decidua Mill.,G
3240,swit258,Europe,47.0458,8.7133,Picea abies (L.) H. Karst.,G
3241,swit259,Europe,46.1261,9.0092,Fagus sylvatica L.,A
3242,swit260,Europe,46.2,7.7167,Larix decidua Mill.,G
3243,swit261,Europe,46.2311,6.2914,Populus tremula L.,A
3244,swit262,Europe,46.2311,6.2914,Quercus spp. L.,A
3245,swit263,Europe,46.2358,6.2669,Populus tremula L.,A
3246,swit264,Europe,46.2358,6.2669,Quercus robur L. = Quercus pendunculata Ehrl.,A
3247,swit266,Europe,46.9917,9.1069,Picea abies (L.) H. Karst.,G
3248,swit268,Europe,47.3903,8.3186,Abies alba Mill.,G
3249,swit269,Europe,46.85,9.4667,Pinus sylvestris L.,G
3250,swit270,Europe,46.7833,9.1833,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3251,swit271,Europe,46.8333,9.4333,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3252,swit272,Europe,46.4333,9.7833,Larix decidua Mill.,G
3253,swit273,Europe,46.4333,9.7833,Pinus cembra L.,G
3254,swit274,Europe,46.4333,9.7833,Larix decidua Mill.,G
3255,swit275,Europe,46.4333,9.7833,Pinus cembra L.,G
3256,swit276,Europe,46.9,9.5333,Pinus sylvestris L.,G
3257,swit277,Europe,47.2,7,Picea abies (L.) H. Karst.,G
3258,swit278,Europe,47.05,6.8,Picea abies (L.) H. Karst.,G
3259,swit279,Europe,46.59,7.98,Picea abies (L.) H. Karst.,G
3260,swit280,Europe,46.59,7.97,Pinus cembra L.,G
3261,swit283,Europe,46.6667,10.2167,Pinus mugo Turra = Pinus montana Mill.,G
3262,swit284,Europe,46.2697,7.4367,Pinus sylvestris L.,G
3263,swit285,Europe,46.8667,6.55,Picea abies (L.) H. Karst.,G
3264,swit286,Europe,46.56,6.2225,Abies alba Mill.,G
3265,swit287,Europe,46.56,6.2225,Picea abies (L.) H. Karst.,G
3266,swit288,Europe,46.9608,7.7744,Abies alba Mill.,G
3267,swit290,Europe,47.05,6.7833,Picea abies (L.) H. Karst.,G
3268,swit291,Europe,46.8661,6.5567,Picea abies (L.) H. Karst.,G
3269,swit292,Europe,46.4333,7.8167,Larix decidua Mill.,G
3270,swit293,Europe,46.4667,7.85,Larix decidua Mill.,G
3271,swit294,Europe,46.585,6.6586,Abies alba Mill.,G
3272,swit295,Europe,46.585,6.6586,Fagus sylvatica L.,A
3273,swit296,Europe,46.585,6.6586,Picea abies (L.) H. Karst.,G
3274,swit300,Europe,47.1975,6.8667,Picea abies (L.) H. Karst.,G
3275,swit301,Europe,46.9608,7.7744,Abies alba Mill.,G
3276,swit303,Europe,47.4156,7.3308,Picea abies (L.) H. Karst.,G
3277,swit304,Europe,46.0089,8.8614,Castanea sativa Mill.,A
3278,swit305,Europe,46.0639,8.8639,Castanea sativa Mill.,A
3279,swit306,Europe,46.8056,7.7278,Abies alba Mill.,G
3280,swit307,Europe,46.8083,7.5972,Abies alba Mill.,G
3281,swit309,Europe,46.2,7.15,Abies alba Mill.,G
3282,swit310,Europe,46.2,7.15,Larix decidua Mill.,G
3283,swit311,Europe,46.2,7.15,Larix decidua Mill.,G
3284,swit312,Europe,45.9833,8.8639,Castanea sativa Mill.,A
3285,swit313,Europe,45.9833,8.8639,Castanea sativa Mill.,A
3286,swit315,Europe,46.5025,9.8708,Pinus cembra L.,G
3287,swit316,Europe,46.5294,9.9,Pinus cembra L.,G
3288,swit317,Europe,46.7844,6.9247,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3289,swit318,Europe,46.7844,6.9247,Quercus robur L. = Quercus pendunculata Ehrl.,A
3290,swit319,Europe,46.7844,6.9247,Picea abies (L.) H. Karst.,G
3291,swit320,Europe,46.15,7.2167,Larix decidua Mill.,G
3292,swit321,Europe,46.15,7.2167,Pinus sylvestris L.,G
3293,swit322,Europe,47.4753,7.9408,Fagus sylvatica L.,A
3294,swit323,Europe,46.4819,7.2144,Abies alba Mill.,G
3295,swit324,Europe,46.4819,7.2144,Picea abies (L.) H. Karst.,G
3296,swit325,Europe,46.8394,7.7631,Abies alba Mill.,G
3297,swit326,Europe,46.8394,7.7631,Picea abies (L.) H. Karst.,G
3298,swit327,Europe,46.3833,8.1,Larix decidua Mill.,G
3299,swit328,Europe,46.3833,8.1,Pinus sylvestris L.,G
3300,swit329,Europe,46.2667,7.0333,Picea abies (L.) H. Karst.,G
3301,swit330,Europe,46.2667,7.0333,Pinus sylvestris L.,G
3302,swit331,Europe,46.4589,9.1833,Larix decidua Mill.,G
3303,swit332,Europe,46.4589,9.1833,Picea abies (L.) H. Karst.,G
3304,swit334,Europe,46.7397,7.7492,Picea abies (L.) H. Karst.,G
3305,swit335,Europe,47.2694,8.5608,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3306,swit336,Europe,46.4667,9.7833,Pinus cembra L.,G
3307,swit337,Europe,46.4833,9.8833,Pinus cembra L.,G
3308,swit338,Europe,46.4408,9.7878,Larix decidua Mill.,G
3309,swit339,Europe,46.4408,9.7878,Pinus cembra L.,G
3310,swit340,Europe,46.7397,7.7492,Picea abies (L.) H. Karst.,G
3311,swit344,Europe,46.185,8.8817,Castanea sativa Mill.,A
3312,swit345,Europe,46.185,8.8817,Fagus sylvatica L.,A
3313,swit346,Europe,46.185,8.8817,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3314,swit347,Europe,46.6833,10.3667,Pinus cembra L.,G
3315,swit348,Europe,46.5,8.7667,Pinus sylvestris L.,G
3316,swit349,Europe,47.2631,7.8864,Abies alba Mill.,G
3317,swit350,Europe,47.2631,7.8864,Fagus sylvatica L.,A
3318,swit352,Europe,46.2981,7.8592,Pinus sylvestris L.,G
3319,swit353,Europe,47.6575,8.755,Carpinus betulus L.,A
3320,swit354,Europe,47.6575,8.755,Fagus sylvatica L.,A
3321,swit355,Europe,47.6575,8.755,Fraxinus excelsior L.,A
3322,swit356,Europe,47.6575,8.755,Picea abies (L.) H. Karst.,G
3323,swit357,Europe,47.3769,8.4417,Quercus pubescens Willd.,A
3324,swit358,Europe,47.2753,7.8878,Abies alba Mill.,G
3325,swit359,Europe,47.2753,7.8878,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3326,swit360,Europe,46.7006,9.71,Larix decidua Mill.,G
3327,swit361,Europe,47.1,7.4833,Quercus spp. L.,A
3328,swit362,Europe,47.5119,8.7392,Quercus spp. L.,A
3329,swit363,Europe,47.5119,8.7392,Fagus sylvatica L.,A
3330,swit364,Europe,46.3217,7.5619,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,A
3331,swit365,Europe,47.4272,7.6881,Pinus sylvestris L.,G
3332,swit367,Europe,47.2975,7.9597,Fagus sylvatica L.,A
